longitude,latitude
4.900289,52.3947368
4.8996025,52.394873
4.8756029,52.3438737
4.9086929,52.3832337
4.9081067,52.383138
4.9101363,52.383007
4.9310297,52.3602165
4.9116151,52.3832834
4.9117643,52.3835149
4.9120133,52.3837146
4.9127825,52.3836962
4.9076109,52.339942
4.9066423,52.3400027
4.9054016,52.3384617
4.9061478,52.3393459
4.9060203,52.3389176
4.9142831,52.3853401
4.9145003,52.3855159
4.9144107,52.3850892
4.914151,52.3847179
4.9143687,52.3846448
4.9149525,52.3840834
4.914197,52.3845382
4.9138515,52.384477
4.9138328,52.3842724
4.9134653,52.3840066
4.9129845,52.3837599
4.9134414,52.3836482
4.9137523,52.3837751
4.9141756,52.3837742
4.9144158,52.3839199
4.9129279,52.3835982
4.9130775,52.3834191
4.9127895,52.3831703
4.8668256,52.3248387
4.9237854,52.365746
4.9237823,52.3659613
4.9237823,52.3659613
4.8243337,52.3760171
4.9239732,52.3658593
4.8750687,52.3438534
4.9130056,52.382962
4.9240065,52.366018
4.9080774,52.347612
4.9240893,52.3663265
4.9155217,52.3842988
4.9153843,52.3847167
4.9150961,52.3847873
4.9149562,52.3849402
4.9160401,52.3846711
4.9161108,52.3848461
4.9166903,52.385072
4.9163195,52.3852424
4.9158669,52.3856364
4.9243772,52.3662428
4.9154886,52.385842
4.9149524,52.3859491
4.9171074,52.3850111
4.9171652,52.3848229
4.9077708,52.3477371
4.8745529,52.3438332
4.9192314,52.384896
4.9190813,52.3847105
4.9193607,52.3844959
4.9194863,52.3840891
4.903167,52.344254
4.920733,52.3856483
4.9353629,52.3468244
4.9211696,52.3848359
4.9211696,52.3848359
4.9207957,52.3851327
4.9208452,52.3852948
4.7971171,52.3411864
4.9226058,52.38388
4.9228248,52.3831221
4.9033427,52.3440538
4.9036903,52.3439837
4.9245047,52.3660461
4.9248022,52.365981
4.8804501,52.3623633
4.79709,52.3409421
4.923072,52.3857088
4.9232912,52.3854394
4.9242288,52.3854525
4.9251388,52.3847337
4.7970762,52.3406515
4.7970816,52.3404657
4.7970816,52.3404657
4.8259009,52.3591247
4.8258881,52.3590404
4.8258962,52.3586268
4.9249416,52.3876158
4.9252595,52.3879308
4.9255661,52.3879337
4.9257432,52.3877419
4.925273,52.3874899
4.9262026,52.3875459
4.9265841,52.3877735
4.9263017,52.3870929
4.9267428,52.386919
4.9271506,52.386763
4.9279691,52.3864462
4.9283073,52.3863219
4.9282743,52.3867921
4.9278643,52.3869398
4.9280065,52.3872285
4.9274418,52.3870885
4.9246853,52.3657945
4.9271775,52.3874406
4.9266959,52.3874708
4.9261719,52.3879281
4.9267845,52.3881965
4.9268325,52.387749
4.9271972,52.3879586
4.9275874,52.3878393
4.9279055,52.3873369
4.9280934,52.3876442
4.9283996,52.3874711
4.9289348,52.38743
4.9294162,52.3876111
4.9285453,52.3879452
4.9282313,52.3880584
4.9273111,52.3883867
4.9267272,52.3883849
4.9264344,52.3884428
4.9287509,52.3869715
4.9287895,52.387209
4.9253671,52.3881895
4.9106016,52.3872252
4.9105731,52.3912826
4.9099122,52.3911222
4.909203,52.3911612
4.9082748,52.3912997
4.9036792,52.3437864
4.9077352,52.391837
4.9077913,52.3920327
4.9081361,52.392347
4.9081818,52.3917062
4.9102929,52.3915694
4.9107397,52.3918245
4.9102323,52.3917696
4.9098572,52.3922346
4.9092372,52.3923565
4.8595978,52.3771003
4.9075447,52.3480239
4.9245642,52.3656213
4.9010715,52.3910874
4.9001652,52.3917456
4.8357876,52.3700063
4.8990572,52.3926649
4.9040668,52.3442292
4.9399176,52.3944041
4.9064446,52.3845075
4.9073419,52.3848216
4.9084618,52.3850062
4.9096628,52.3851198
4.8253982,52.358617
4.8331271,52.3851235
4.8940923,52.3791976
4.8677841,52.375636
4.8393901,52.3468241
4.9398702,52.3941947
4.8905092,52.3552169
4.8905092,52.3552169
4.8545844,52.3580939
4.8545844,52.3580939
4.8545844,52.3580939
4.8545844,52.3580939
4.8545844,52.3580939
4.8545844,52.3580939
4.8545844,52.3580939
4.9431294,52.3184354
4.9065726,52.3644397
4.9040773,52.3440454
4.9043071,52.3438783
4.9079644,52.3477837
4.9591285,52.3644455
4.8395126,52.346996
4.8395126,52.346996
4.8395126,52.346996
4.8395126,52.346996
4.8993654,52.3951009
4.9592395,52.3641918
4.8253857,52.3590401
4.9108469,52.3463143
4.9103283,52.3462403
4.9101089,52.3461348
4.7823174,52.3545979
4.7819008,52.3542067
4.7812319,52.3536963
4.7805022,52.3530023
4.7803634,52.3527623
4.7796898,52.3521361
4.7793881,52.3519596
4.778952,52.3514508
4.9136307,52.388092
4.7782132,52.350758
4.7780153,52.3505672
4.7777278,52.350304
4.7767683,52.3493986
4.7765275,52.3491634
4.7762957,52.3489487
4.8742515,52.3438221
4.9112307,52.3913587
4.9216365,52.3865167
4.9243707,52.3657183
4.8741613,52.3436602
4.910804,52.385658
4.9118361,52.3861278
4.9128591,52.3865963
4.8741987,52.3432864
4.8690885,52.3805096
4.9191037,52.3866529
4.9191885,52.3871654
4.9194596,52.3874299
4.912739,52.3935308
4.9126495,52.3937867
4.9111847,52.3947826
4.9098887,52.3950379
4.9082018,52.395931
4.9078348,52.39607
4.9068268,52.396463
4.9242687,52.3659001
4.9050585,52.3971392
4.9043318,52.3974125
4.9036028,52.3976866
4.9032529,52.3978193
4.9021245,52.3982567
4.924965,52.3658658
4.9018006,52.3983812
4.8529373,52.3686774
4.9094154,52.3900023
4.9128041,52.3932735
4.9070808,52.3847109
4.9078573,52.3849478
4.9090758,52.385038
4.8846092,52.374109
4.8846092,52.374109
4.9196694,52.3867645
4.917472,52.3870831
4.9182092,52.3874026
4.918699,52.3861197
4.9180327,52.3869314
4.917785,52.3865462
4.9172779,52.3863074
4.9190392,52.3868752
4.9192393,52.3865017
4.9192636,52.3880123
4.9169364,52.3869835
4.9087196,52.3911816
4.8931431,52.3666397
4.8931431,52.3666397
4.8931431,52.3666397
4.9088627,52.3956752
4.9092155,52.3955412
4.9198931,52.3872761
4.9205322,52.3860883
4.9243961,52.3652822
4.9204607,52.3864745
4.9216299,52.3863088
4.9246214,52.3654197
4.8876996,52.3849927
4.8876371,52.3844507
4.8867855,52.3849492
4.9458344,52.3420213
4.8865913,52.3850684
4.8861805,52.3856807
4.9456167,52.3417776
4.9296993,52.387346
4.8868404,52.3864958
4.9300609,52.3873251
4.8873383,52.3866437
4.9248381,52.3655526
4.9306633,52.3870934
4.8861019,52.3876141
4.8871482,52.3876944
4.9312674,52.3868594
4.8885298,52.3877143
4.8770938,52.3923434
4.8887161,52.3872963
4.8891632,52.3872422
4.9250764,52.3656986
4.8531904,52.3681262
4.8901341,52.387774
4.9350197,52.3460263
4.9253053,52.3658388
4.8682638,52.3540688
4.8899579,52.3882432
4.8522919,52.3696052
4.8653497,52.3532751
4.8889961,52.3884712
4.8882213,52.3884199
4.8874077,52.3883698
4.8865145,52.3883117
4.9211972,52.3454525
4.9351639,52.3466648
4.8864899,52.3886864
4.9354153,52.3464805
4.9350787,52.3462432
4.8884263,52.3890621
4.886761,52.3891562
4.887014,52.3890181
4.867475,52.3531305
4.886128,52.3895263
4.8660653,52.3529528
4.888057,52.389599
4.8875475,52.3897236
4.9466683,52.3416912
4.8530022,52.3636795
4.8530022,52.3636795
4.8534827,52.3634442
4.8865402,52.39018
4.8766362,52.3790429
4.9242999,52.3934822
4.8795594,52.3913655
4.8996998,52.3653593
4.8830394,52.3752897
4.8516413,52.3496201
4.8808336,52.3912076
4.9348594,52.3460883
4.8817942,52.3910847
4.8822693,52.3910265
4.8911839,52.3893716
4.8832571,52.3908975
4.8553875,52.3681583
4.8807464,52.3909447
4.8917753,52.3872902
4.8851458,52.3904493
4.8916543,52.3865933
4.8915936,52.3857988
4.8913256,52.3835635
4.8843197,52.3901271
4.8915301,52.3852736
4.891437,52.3845049
4.8835658,52.3902601
4.8815034,52.3905318
4.8784026,52.3909953
4.8784026,52.3909953
4.9255474,52.3659678
4.8551301,52.368724
4.8788771,52.3902729
4.8788771,52.3902729
4.8331162,52.3566056
4.8789888,52.3898036
4.8789888,52.3898036
4.879482,52.3890203
4.879482,52.3890203
4.8884955,52.350487
4.9073903,52.3492594
4.8734998,52.3842026
4.8594989,52.376117
4.8605721,52.3764108
4.9363001,52.3612927
4.8799602,52.3889227
4.8799602,52.3889227
4.9473311,52.3427935
4.8827876,52.3752353
4.8696906,52.3792516
4.9460636,52.3420511
4.9244552,52.3937741
4.8810609,52.3875605
4.8810609,52.3875605
4.881484,52.3870598
4.881484,52.3870598
4.8552635,52.3691706
4.9454118,52.3416555
4.882049,52.3867168
4.9444719,52.3410975
4.8917944,52.3721328
4.8917944,52.3721328
4.8917944,52.3721328
4.8917944,52.3721328
4.8917944,52.3721328
4.8917944,52.3721328
4.8562539,52.369368
4.8934955,52.380554
4.8562265,52.3659185
4.9461836,52.3435243
4.8653182,52.34349
4.8554492,52.3668554
4.8548239,52.3657498
4.9439031,52.3186513
4.8700724,52.379268
4.8916522,52.3810706
4.8914138,52.3808678
4.8808701,52.3869552
4.8926097,52.3805178
4.8817514,52.3868869
4.8823128,52.3866279
4.7943664,52.3410657
4.8906199,52.3801886
4.9140147,52.3477199
4.8497052,52.3819081
4.8836843,52.3877387
4.8892103,52.381094
4.8886319,52.3804626
4.884367,52.3887915
4.8899115,52.3798644
4.8303833,52.35988
4.8873652,52.3721748
4.8903252,52.3797007
4.8899779,52.3795405
4.8896932,52.3796539
4.8893934,52.3794016
4.8887885,52.3801291
4.8885967,52.3802347
4.8884156,52.3802587
4.8881736,52.3799733
4.9450558,52.3430688
4.8876716,52.3794184
4.8847791,52.3903898
4.8600253,52.3623503
4.8911193,52.379268
4.8916256,52.3792196
4.8918136,52.3793208
4.8915845,52.3795378
4.8920511,52.379757
4.8855961,52.3893031
4.9021005,52.4201818
4.959403,52.3639527
4.9016059,52.4201211
4.8419952,52.3467562
4.8844768,52.3873606
4.8745797,52.3431616
4.8841054,52.3867778
4.8932332,52.3783462
4.8823029,52.3751249
4.8421866,52.3466327
4.9023658,52.3605845
4.91927,52.3870555
4.8370104,52.384228
4.8846008,52.3868869
4.8505933,52.3915237
4.8310154,52.3625011
4.8614284,52.3657072
4.8687729,52.3693912
4.8465131,52.3577958
4.8849972,52.3874759
4.9017743,52.3605186
4.9012953,52.3609138
4.8832282,52.3867757
4.8851407,52.387391
4.8851407,52.387391
4.8849889,52.3871606
4.8849889,52.3871606
4.9066424,52.365553
4.8844227,52.3578619
4.8890861,52.3686685
4.8890861,52.3686685
4.8845514,52.3865103
4.8845514,52.3865103
4.8843686,52.3862208
4.8843686,52.3862208
4.8902682,52.3887841
4.8898259,52.3885195
4.8900526,52.3885099
4.884074,52.3625604
4.884074,52.3625604
4.884074,52.3625604
4.9011158,52.4202714
4.9441975,52.3431584
4.8791625,52.3744072
4.9461045,52.3428034
4.9461045,52.3428034
4.8825772,52.375878
4.8853416,52.3856741
4.8878335,52.3860437
4.9245794,52.3932649
4.8857004,52.3856594
4.8840107,52.3772055
4.8798901,52.390922
4.9268907,52.3673542
4.8813349,52.374906
4.8849645,52.3857326
4.9447173,52.3429776
4.8976644,52.3724111
4.8899943,52.3687866
4.8899943,52.3687866
4.9248391,52.3935888
4.9454983,52.3407487
4.9454983,52.3407487
4.895155,52.3714256
4.8965492,52.3776253
4.8788307,52.3914646
4.8787053,52.3908858
4.8838809,52.3908215
4.8808203,52.3723191
4.940358,52.3649106
4.9496535,52.3405515
4.9496535,52.3405515
4.8812458,52.3718542
4.8850232,52.3838032
4.879351,52.3715623
4.8892549,52.3824823
4.8849337,52.383316
4.9060912,52.417242
4.8853706,52.3828369
4.8896317,52.3791014
4.8857145,52.3823201
4.8850107,52.3825845
4.9059595,52.3735802
4.8847306,52.3827844
4.8783564,52.3650792
4.8853651,52.3855969
4.9083495,52.3722351
4.8841612,52.383188
4.8835693,52.3834323
4.8818379,52.3838341
4.8830854,52.3842853
4.8830854,52.3842853
4.8830854,52.3842853
4.9434755,52.3417463
4.8896885,52.3688954
4.8823316,52.3842589
4.8879522,52.3877562
4.9448626,52.3687557
4.907275,52.4196641
4.9063857,52.418236
4.9505806,52.3684104
4.887861,52.3855368
4.882357,52.3846305
4.890178,52.3716505
4.8822591,52.3844567
4.9008345,52.3507011
4.9008038,52.350831
4.8816443,52.3847061
4.8812949,52.3845454
4.90195,52.3630191
4.8903416,52.3642751
4.9434226,52.3415795
4.896925,52.3725482
4.8839847,52.4143482
4.8321314,52.3606563
4.8786771,52.3823692
4.8786771,52.3823692
4.8786771,52.3823692
4.8786771,52.3823692
4.8786771,52.3823692
4.8786771,52.3823692
4.8319643,52.3603445
4.9427693,52.341651
4.9492312,52.3416235
4.877998,52.3825333
4.9077519,52.3657651
4.8905621,52.3742497
4.8798715,52.3830047
4.9077845,52.3901045
4.896729,52.3704482
4.9058603,52.3627847
4.880563,52.3747293
4.8801059,52.3848142
4.9430074,52.3649704
4.8767447,52.3713079
4.9412292,52.3920155
4.8791404,52.3842133
4.9082247,52.3905872
4.8783834,52.3838239
4.8779538,52.3834759
4.8773536,52.3831619
4.8843617,52.369082
4.8767791,52.3831801
4.8908236,52.3639224
4.8777486,52.3837931
4.8781104,52.3840229
4.8973891,52.3586665
4.8966271,52.3582372
4.8786455,52.3844575
4.8961776,52.3588305
4.8948243,52.3583438
4.893248,52.3584395
4.8789714,52.384563
4.8918158,52.3585215
4.9171985,52.3571382
4.8884368,52.3783593
4.9191671,52.3577855
4.9052917,52.3601518
4.9008914,52.3749119
4.9002209,52.37394
4.8899569,52.3869353
4.8786205,52.3851318
4.8767985,52.3840304
4.8781082,52.3848078
4.9299955,52.3604508
4.9301803,52.3608213
4.937313,52.3636972
4.937313,52.3636972
4.8754598,52.3837316
4.8913199,52.3695378
4.8913199,52.3695378
4.8913199,52.3695378
4.8913199,52.3695378
4.8913199,52.3695378
4.9347353,52.3647861
4.8752064,52.3836905
4.8892708,52.3802227
4.8759843,52.3846924
4.9360236,52.3643768
4.9364396,52.3643789
4.8911825,52.3795231
4.8923627,52.3792738
4.9455703,52.3428961
4.8917521,52.3798284
4.8923503,52.3796092
4.8806698,52.3712935
4.901539,52.339342
4.9465781,52.3423506
4.8799959,52.3745982
4.9188463,52.3520623
4.9188463,52.3520623
4.9196617,52.3524133
4.9204026,52.3527448
4.9184665,52.3517859
4.9405377,52.3636693
4.897021,52.3711544
4.9444091,52.3188751
4.8842524,52.3494668
4.9451831,52.3190909
4.8696487,52.3854067
4.8795251,52.3744924
4.9187606,52.3874534
4.9457066,52.3193149
4.8969917,52.3459927
4.8958741,52.3457922
4.8962263,52.3455688
4.9391551,52.3685377
4.9472067,52.3419435
4.8788413,52.374337
4.9406942,52.3687185
4.9416439,52.368728
4.9422734,52.3687323
4.9385136,52.348415
4.9430336,52.3687397
4.9439328,52.3687472
4.9381246,52.3481818
4.8866937,52.3723264
4.9393823,52.3676819
4.8852369,52.3722665
4.9194817,52.3881069
4.9191056,52.3878595
4.8845142,52.3722811
4.8735402,52.3840933
4.873654,52.3836518
4.8721703,52.3718891
4.9404269,52.3662059
4.9408758,52.3662084
4.9426877,52.3662158
4.9441845,52.366226
4.8923792,52.3806703
4.9464168,52.3195589
4.951939,52.3660557
4.9534089,52.3660322
4.9545261,52.3660112
4.9559805,52.3659866
4.9391017,52.3662083
4.9346617,52.3459675
4.9379878,52.3661983
4.8736097,52.3831014
4.9366374,52.3661855
4.935038,52.3661682
4.9348273,52.3660183
4.934363,52.3637904
4.934363,52.3637904
4.8764519,52.3830567
4.8757288,52.3825233
4.9351883,52.3636688
4.9351883,52.3636688
4.8753673,52.3823733
4.8988437,52.3706899
4.899228,52.3705668
4.9419225,52.3411861
4.9008645,52.3505675
4.874149,52.3816059
4.8735743,52.3810471
4.9332175,52.3668188
4.9340934,52.3668281
4.9350494,52.3668413
4.936161,52.3668541
4.9368943,52.3668585
4.878961,52.382218
4.937651,52.3668665
4.9384029,52.3668797
4.9405042,52.3668935
4.9416386,52.3668963
4.9423525,52.3668999
4.9430986,52.3669036
4.8795653,52.3319376
4.9438414,52.3669069
4.9449532,52.3669135
4.9455477,52.3669177
4.9463846,52.3669213
4.9475174,52.3669276
4.9220315,52.355685
4.9247442,52.3456679
4.9026418,52.3468268
4.883031,52.3675666
4.8776604,52.3799112
4.8762041,52.3795154
4.8753897,52.3795923
4.9351379,52.3458615
4.9363307,52.3625902
4.9538549,52.368606
4.8704086,52.3824461
4.9231038,52.3582444
4.9221656,52.3571761
4.9246881,52.3592601
4.88006,52.3815441
4.9442745,52.3416192
4.9206735,52.3551946
4.9373812,52.362588
4.9217161,52.3580182
4.8609335,52.3542337
4.8807226,52.3821604
4.8814425,52.3831539
4.8815535,52.3835117
4.8820504,52.3838863
4.8863432,52.3834855
4.8792365,52.3320414
